type,startTime,endTime,hierarchyLevel,probability,placeID,semanticType,topCandidateProbability,lat,lon,activityType,startLat,startLon,endLat,endLon,distanceMeters
visit,2025-12-14T18:44:42.353-03:00,2025-12-16T10:48:57.999-03:00,0,0.638436,ChIJs9eus_jKvJUR1dqsWhyBEc4,Unknown,0.083029,-34.622176,-58.416598,,,,,,
activity,2025-12-16T10:48:57.999-03:00,2025-12-16T10:49:30.998-03:00,,0.992616,,,0.620487,,,in passenger vehicle,-34.542829,-58.488698,-34.546957,-58.490032,477.609711
visit,2025-12-16T10:49:30.998-03:00,2025-12-18T20:59:55.989-03:00,0,0.785740,ChIJiXqyScC2vJURa7eDXB_4r7Q,Unknown,0.289520,-34.546486,-58.487853,,,,,,
visit,2025-12-18T20:59:55.989-03:00,2025-12-19T06:12:05.000-03:00,0,0.686614,ChIJL2QXshm2vJURoaJGC-O6mDU,Unknown,0.238111,-34.598394,-58.482673,,,,,,
visit,2025-12-19T06:12:05.000-03:00,2025-12-19T20:34:17.989-03:00,0,0.811390,ChIJW9Q_USW2vJURBLWF90xb3GE,Searched Address,0.338388,-34.601037,-58.496831,,,,,,
activity,2025-12-19T20:34:17.989-03:00,2025-12-19T21:29:28.997-03:00,,0.973932,,,0.669902,,,in passenger vehicle,-34.598707,-58.482579,-34.608316,-58.452147,2996.554688
visit,2025-12-19T21:29:28.997-03:00,2025-12-21T10:55:22.999-03:00,0,0.782207,ChIJnVwspBrKvJURY_ImDUfP8JI,Unknown,0.084796,-34.608522,-58.451940,,,,,,
activity,2025-12-21T10:55:22.999-03:00,2025-12-21T11:06:20.999-03:00,,0.920563,,,0.491120,,,in passenger vehicle,-34.598302,-58.482338,-34.598931,-58.480489,183.109665
visit,2025-12-21T11:06:20.999-03:00,2025-12-21T17:11:47.149-03:00,0,0.404083,ChIJkYNibhm2vJURFa-1LP1AhAQ,Unknown,0.080695,-34.599308,-58.481189,,,,,,
activity,2025-12-21T17:11:47.149-03:00,2025-12-21T20:23:21.218-03:00,,0.692266,,,0.364720,,,walking,-34.590272,-58.515821,-34.598707,-58.482583,3183.779297
visit,2025-12-21T20:23:21.218-03:00,2025-12-22T18:02:05.122-03:00,0,0.752778,ChIJL2QXshm2vJURoaJGC-O6mDU,Unknown,0.097280,-34.598394,-58.482673,,,,,,
activity,2025-12-22T18:02:05.122-03:00,2025-12-22T18:02:19.999-03:00,,0.954952,,,0.514540,,,in passenger vehicle,-34.580898,-58.473754,-34.581262,-58.474358,68.501808
visit,2025-12-22T18:02:19.999-03:00,2025-12-23T07:43:09.271-03:00,0,0.529306,ChIJMaWo8nK2vJURvGYjh4a3ztk,Unknown,0.105275,-34.581577,-58.473858,,,,,,
visit,2025-12-23T07:43:09.271-03:00,2025-12-23T13:25:02.718-03:00,0,0.601207,ChIJW9Q_USW2vJURBLWF90xb3GE,Searched Address,0.466718,-34.601037,-58.496831,,,,,,
activity,2025-12-23T13:25:02.718-03:00,2025-12-23T14:05:13.461-03:00,,0.912810,,,0.589783,,,walking,-34.600583,-58.487730,-34.604770,-58.492676,649.566895
visit,2025-12-23T14:05:13.461-03:00,2025-12-23T14:07:02.163-03:00,0,0.742203,ChIJnUYyvya2vJUR_gWfJAojEmc,Unknown,0.405151,-34.605671,-58.493047,,,,,,
visit,2025-12-23T14:07:02.163-03:00,2025-12-28T09:31:11.168-03:00,0,0.457000,ChIJWzfmFbwDzpQRJdvWQeyXExI,Unknown,0.522565,-23.952892,-46.310287,,,,,,
visit,2025-12-28T09:31:11.168-03:00,2026-01-01T01:41:21.999-03:00,0,0.532179,ChIJkYNibhm2vJURFa-1LP1AhAQ,Unknown,0.134021,-34.599308,-58.481189,,,,,,
activity,2026-01-01T01:41:21.999-03:00,2026-01-01T02:06:23.981-03:00,,0.974987,,,0.637170,,,in passenger vehicle,-34.575243,-58.484178,-34.587296,-58.413453,7972.227539
activity,2026-01-01T02:06:23.981-03:00,2026-01-01T20:17:40.080-03:00,,0.700989,,,0.423749,,,walking,-34.575196,-58.484334,-34.575164,-58.484322,3.732196
visit,2026-01-01T20:17:40.080-03:00,2026-01-05T00:06:25.028-03:00,0,0.469309,ChIJ3zPfJBW2vJURcTW2IZOC5XY,Searched Address,0.588252,-34.587725,-58.483542,,,,,,
visit,2026-01-05T00:06:25.028-03:00,2026-01-09T19:39:50.693-03:00,0,0.865601,ChIJL2QXshm2vJURoaJGC-O6mDU,Unknown,0.259376,-34.598394,-58.482673,,,,,,
activity,2026-01-09T19:39:50.693-03:00,2026-01-09T19:40:44.000-03:00,,0.986718,,,0.573916,,,in passenger vehicle,-34.599546,-58.494058,-34.600211,-58.495119,122.115402
visit,2026-01-09T19:40:44.000-03:00,2026-01-10T15:55:15.158-03:00,0,0.544034,ChIJMZN-NCW2vJURHgUYv8nYvqs,Unknown,0.346117,-34.600548,-58.495393,,,,,,
visit,2026-01-10T15:55:15.158-03:00,2026-01-11T21:20:53.137-03:00,0,0.413951,ChIJzcLGul_NvJURpUNcRLfmm8k,Searched Address,0.062547,-34.738231,-58.392433,,,,,,
activity,2026-01-11T21:20:53.137-03:00,2026-01-11T21:33:32.998-03:00,,0.989312,,,0.786915,,,walking,-34.597564,-58.486077,-34.592282,-58.489548,1347.048584
visit,2026-01-11T21:33:32.998-03:00,2026-01-12T15:20:48.628-03:00,0,0.764302,ChIJ66iQWzm2vJURRupX3J0cMpw,Unknown,0.069628,-34.593795,-58.488563,,,,,,
visit,2026-01-12T15:20:48.628-03:00,2026-01-12T20:17:16.105-03:00,0,0.774200,ChIJnxcptBm2vJURUCDO05xp7x0,Unknown,0.221235,-34.598056,-58.482930,,,,,,
activity,2026-01-12T20:17:16.105-03:00,2026-01-12T20:19:26.131-03:00,,0.922015,,,0.708654,,,walking,-34.598129,-58.485664,-34.597526,-58.486474,99.977043
visit,2026-01-12T20:19:26.131-03:00,2026-01-13T00:39:58.558-03:00,0,0.557675,ChIJ3V3_XD22vJURUe3kXBlWBsE,Unknown,0.111946,-34.596690,-58.486251,,,,,,
visit,2026-01-13T00:39:58.558-03:00,2026-01-14T13:01:21.565-03:00,0,0.716090,ChIJL2QXshm2vJURoaJGC-O6mDU,Unknown,0.270740,-34.598394,-58.482673,,,,,,
activity,2026-01-14T13:01:21.565-03:00,2026-01-15T10:37:04.822-03:00,,0.648361,,,0.452152,,,in passenger vehicle,-34.598585,-58.482597,-34.611043,-58.433438,4707.609375
visit,2026-01-15T10:37:04.822-03:00,2026-01-15T15:27:51.731-03:00,0,0.832184,ChIJ9WgosRm2vJUR-q_zrVpI7w0,Unknown,0.347367,-34.598193,-58.482649,,,,,,
activity,2026-01-15T15:27:51.731-03:00,2026-01-15T15:35:10.000-03:00,,0.985181,,,0.874856,,,walking,-34.597805,-58.484593,-34.598887,-58.492827,801.206909
visit,2026-01-15T15:35:10.000-03:00,2026-01-15T16:30:51.020-03:00,0,0.862458,ChIJ4ZMHaDu2vJURbAV4QnshtFk,Unknown,0.124325,-34.598115,-58.492418,,,,,,
activity,2026-01-15T16:30:51.020-03:00,2026-01-15T16:35:11.000-03:00,,0.986880,,,0.886598,,,walking,-34.600709,-58.496077,-34.603628,-58.493093,433.870270
visit,2026-01-15T16:35:11.000-03:00,2026-01-15T23:13:14.195-03:00,0,0.720640,ChIJSVFmPiS2vJURWUJBZ-SaiLg,Unknown,0.110141,-34.603242,-58.493043,,,,,,
visit,2026-01-15T23:13:14.195-03:00,2026-01-16T07:45:42.911-03:00,0,0.839983,ChIJL2QXshm2vJURoaJGC-O6mDU,Unknown,0.395167,-34.598394,-58.482673,,,,,,
activity,2026-01-16T07:45:42.911-03:00,2026-01-16T08:11:25.847-03:00,,0.986950,,,0.720040,,,in bus,-34.598446,-58.482213,-34.574214,-58.486189,3613.670166
visit,2026-01-16T08:11:25.847-03:00,2026-01-16T08:15:57.998-03:00,0,0.738542,ChIJQWoDl122vJURxyvqDlM1ypI,Unknown,0.331459,-34.574249,-58.487194,,,,,,
activity,2026-01-16T08:15:57.998-03:00,2026-01-16T11:28:49.391-03:00,,0.626817,,,0.463626,,,walking,-34.581189,-58.490642,-34.576234,-58.487602,617.319458
visit,2026-01-16T11:28:49.391-03:00,2026-01-16T11:52:24.815-03:00,0,0.690381,ChIJOeGkR7O3vJUR5zTPxFrdWVE,Unknown,0.467405,-34.576247,-58.487774,,,,,,
activity,2026-01-16T11:52:24.815-03:00,2026-01-17T01:32:01.550-03:00,,0.902774,,,0.339808,,,in passenger vehicle,-34.576234,-58.487602,-34.598596,-58.482599,2528.436279
visit,2026-01-17T01:32:01.550-03:00,2026-01-17T18:58:07.651-03:00,0,0.583017,ChIJL2QXshm2vJURoaJGC-O6mDU,Unknown,0.044341,-34.598394,-58.482673,,,,,,
activity,2026-01-17T18:58:07.651-03:00,2026-01-17T20:08:05.000-03:00,,0.980720,,,0.812009,,,walking,-34.617947,-58.436743,-34.610269,-58.482297,2158.802246
visit,2026-01-17T20:08:05.000-03:00,2026-01-19T11:28:23.362-03:00,0,0.798843,ChIJZ3f6POHJvJURWipHUfo3btY,Unknown,0.082831,-34.610137,-58.481850,,,,,,
visit,2026-01-19T11:28:23.362-03:00,2026-01-19T12:23:53.346-03:00,0,0.758322,ChIJ9WgosRm2vJUR-q_zrVpI7w0,Unknown,0.300543,-34.598193,-58.482649,,,,,,
activity,2026-01-19T12:23:53.346-03:00,2026-01-19T13:26:26.478-03:00,,0.988388,,,0.795827,,,in bus,-34.598526,-58.482175,-34.581781,-58.473703,7896.341309
visit,2026-01-19T13:26:26.478-03:00,2026-01-20T08:51:41.489-03:00,0,0.738408,ChIJMaWo8nK2vJURvGYjh4a3ztk,Unknown,0.198776,-34.581577,-58.473858,,,,,,
visit,2026-01-20T08:51:41.489-03:00,2026-01-20T17:02:11.621-03:00,0,0.496455,ChIJW9Q_USW2vJURBLWF90xb3GE,Searched Address,0.373764,-34.601037,-58.496831,,,,,,
visit,2026-01-20T17:02:11.621-03:00,2026-01-20T18:07:16.998-03:00,0,0.479289,ChIJ9WgosRm2vJUR-q_zrVpI7w0,Unknown,0.106893,-34.598193,-58.482649,,,,,,
activity,2026-01-20T18:07:16.998-03:00,2026-01-20T20:12:36.023-03:00,,0.842462,,,0.378616,,,in bus,-34.599087,-58.482124,-34.571341,-58.441970,4799.042480
activity,2026-01-20T20:12:36.023-03:00,2026-01-20T20:54:02.999-03:00,,0.978891,,,0.515354,,,walking,-34.571341,-58.441970,-34.599852,-58.481613,5452.260254
visit,2026-01-20T20:54:02.999-03:00,2026-01-21T00:18:54.051-03:00,0,0.732861,ChIJ9WgosRm2vJUR-q_zrVpI7w0,Unknown,0.120273,-34.598193,-58.482649,,,,,,
visit,2026-01-21T00:18:54.051-03:00,2026-01-21T07:24:51.404-03:00,0,0.463130,ChIJL2QXshm2vJURoaJGC-O6mDU,Unknown,0.153076,-34.598394,-58.482673,,,,,,
activity,2026-01-21T07:24:51.404-03:00,2026-01-21T07:25:16.000-03:00,,0.945795,,,0.414346,,,in passenger vehicle,-34.598795,-58.492760,-34.599000,-58.493242,49.624985
visit,2026-01-21T07:25:16.000-03:00,2026-01-23T17:49:46.544-03:00,0,0.514250,ChIJ4ZMHaDu2vJURbAV4QnshtFk,Unknown,0.047073,-34.598115,-58.492418,,,,,,
visit,2026-01-23T17:49:46.544-03:00,2026-01-23T20:06:13.238-03:00,0,0.705284,ChIJiXqyScC2vJURa7eDXB_4r7Q,Unknown,0.357557,-34.546486,-58.487853,,,,,,
activity,2026-01-23T20:06:13.238-03:00,2026-01-23T20:40:09.518-03:00,,0.944946,,,0.749179,,,in passenger vehicle,-34.540845,-58.479639,-34.562202,-58.456355,6495.542480
activity,2026-01-23T20:40:09.518-03:00,2026-01-23T21:09:56.000-03:00,,0.900785,,,0.361023,,,in bus,-34.562202,-58.456355,-34.589939,-58.427976,4477.020020
visit,2026-01-23T21:09:56.000-03:00,2026-01-24T11:59:57.362-03:00,0,0.437440,ChIJbZWxdDC1vJURI_1enmcssws,Unknown,0.093221,-34.589845,-58.428148,,,,,,
activity,2026-01-24T11:59:57.362-03:00,2026-01-24T12:03:35.502-03:00,,0.811234,,,0.372392,,,walking,-34.421990,-58.580098,-34.421106,-58.579550,183.469391
visit,2026-01-24T12:03:35.502-03:00,2026-01-25T12:24:09.262-03:00,0,0.392093,ChIJ98HnDS-lvJUROyH4UwCMuc0,Unknown,0.486642,-34.421608,-58.579637,,,,,,
visit,2026-01-25T12:24:09.262-03:00,2026-01-26T06:54:34.665-03:00,0,0.443728,ChIJoW22OX-mvJURUjodAzzAOPs,Unknown,0.674401,-34.399114,-58.596366,,,,,,
activity,2026-01-26T06:54:34.665-03:00,2026-01-26T07:03:32.649-03:00,,0.931617,,,0.354885,,,in passenger vehicle,-34.418815,-58.579132,-34.423228,-58.581505,544.583496
activity,2026-01-26T07:03:32.649-03:00,2026-01-26T08:02:23.000-03:00,,0.922548,,,0.372607,,,in subway,-34.423228,-58.581505,-34.515522,-58.488330,13556.391602
visit,2026-01-26T08:02:23.000-03:00,2026-01-27T20:21:02.959-03:00,0,0.772593,ChIJudUGETmxvJUR_gzwn_OLI_0,Unknown,0.266712,-34.515045,-58.489206,,,,,,
visit,2026-01-27T20:21:02.959-03:00,2026-01-28T00:48:58.520-03:00,0,0.758545,ChIJ9WgosRm2vJUR-q_zrVpI7w0,Unknown,0.242723,-34.598193,-58.482649,,,,,,
visit,2026-01-28T00:48:58.520-03:00,2026-01-28T08:38:59.621-03:00,0,0.801672,ChIJL2QXshm2vJURoaJGC-O6mDU,Unknown,0.121975,-34.598394,-58.482673,,,,,,
activity,2026-01-28T08:38:59.621-03:00,2026-01-28T08:46:09.999-03:00,,0.957175,,,0.782810,,,walking,-34.587122,-58.486456,-34.582427,-58.489661,600.238403
visit,2026-01-28T08:46:09.999-03:00,2026-01-28T10:16:45.754-03:00,0,0.762283,ChIJzyDvAKS3vJURlYSqTrm11Ek,Unknown,0.403479,-34.581310,-58.490633,,,,,,
activity,2026-01-28T10:16:45.754-03:00,2026-01-28T20:16:19.567-03:00,,0.714743,,,0.301258,,,in passenger vehicle,-34.582437,-58.489996,-34.598634,-58.482581,1924.683838
visit,2026-01-28T20:16:19.567-03:00,2026-01-29T23:59:21.490-03:00,0,0.739964,ChIJ9WgosRm2vJUR-q_zrVpI7w0,Unknown,0.208661,-34.598193,-58.482649,,,,,,
visit,2026-01-29T23:59:21.490-03:00,2026-01-31T17:32:05.752-03:00,0,0.474922,ChIJL2QXshm2vJURoaJGC-O6mDU,Unknown,0.081744,-34.598394,-58.482673,,,,,,
activity,2026-01-31T17:32:05.752-03:00,2026-01-31T17:58:10.000-03:00,,0.987206,,,0.739196,,,in passenger vehicle,-34.683788,-58.385964,-34.586308,-58.394898,11183.143555
visit,2026-01-31T17:58:10.000-03:00,2026-02-01T16:49:48.454-03:00,0,0.796917,ChIJs5EH8aLKvJURw6UX3MYKGKE,Unknown,0.190157,-34.587364,-58.392955,,,,,,
activity,2026-02-01T16:49:48.454-03:00,2026-02-01T16:57:28.384-03:00,,0.725110,,,0.329976,,,walking,-34.577785,-58.403242,-34.577436,-58.405663,224.986282
visit,2026-02-01T16:57:28.384-03:00,2026-02-01T19:16:16.981-03:00,0,0.961057,ChIJ5xQvlGS1vJURk22tVtUgWI4,Unknown,0.194008,-34.578015,-58.404327,,,,,,
activity,2026-02-01T19:16:16.981-03:00,2026-02-01T19:30:25.535-03:00,,0.986126,,,0.765586,,,in passenger vehicle,-34.576716,-58.402833,-34.588790,-58.402732,3245.368408
visit,2026-02-01T19:30:25.535-03:00,2026-02-03T14:20:10.927-03:00,0,0.819966,ChIJxYhmWSLLvJURS8gRFNBQtBM,Unknown,0.160807,-34.588396,-58.402621,,,,,,
visit,2026-02-03T14:20:10.927-03:00,2026-02-03T23:23:40.573-03:00,0,0.871113,ChIJ9WgosRm2vJUR-q_zrVpI7w0,Unknown,0.248359,-34.598193,-58.482649,,,,,,
activity,2026-02-03T23:23:40.573-03:00,2026-02-04T08:50:46.448-03:00,,0.936309,,,0.423735,,,in passenger vehicle,-34.598640,-58.482588,-34.604081,-58.412124,6477.639160
visit,2026-02-04T08:50:46.448-03:00,2026-02-04T12:10:00.834-03:00,0,0.362019,ChIJP9FLhYzKvJURoUraVMD1DPw,Unknown,0.193258,-34.603880,-58.410990,,,,,,
activity,2026-02-04T12:10:00.834-03:00,2026-02-04T13:33:36.765-03:00,,0.807759,,,0.275554,,,in subway,-34.594593,-58.401771,-34.611075,-58.433631,3444.080322
activity,2026-02-04T13:33:36.765-03:00,2026-02-04T13:46:01.435-03:00,,0.939481,,,0.297276,,,in bus,-34.594593,-58.401771,-34.619216,-58.438390,4448.633789
visit,2026-02-04T13:46:01.435-03:00,2026-02-04T14:03:23.087-03:00,0,0.890513,ChIJWTLNJUfKvJURGGfIime5JwA,Unknown,0.440592,-34.619084,-58.437791,,,,,,
visit,2026-02-04T13:46:01.435-03:00,2026-02-04T14:03:23.087-03:00,1,0.890513,ChIJE7zULUfKvJURwdd0JwH67M8,Unknown,0.706114,-34.619185,-58.438072,,,,,,
activity,2026-02-04T14:03:23.087-03:00,2026-02-05T08:46:54.077-03:00,,0.829420,,,0.329123,,,in passenger vehicle,-34.598641,-58.482591,-34.594641,-58.401494,7436.273438
visit,2026-02-05T08:46:54.077-03:00,2026-02-05T11:27:49.664-03:00,0,0.908635,ChIJJUCqlJDKvJURyyqo6m3e0_k,Unknown,0.272902,-34.594675,-58.401998,,,,,,
activity,2026-02-05T11:27:49.664-03:00,2026-02-05T17:09:54.006-03:00,,0.940040,,,0.432255,,,in passenger vehicle,-34.594534,-58.401852,-34.598705,-58.482602,7405.803223
visit,2026-02-05T17:09:54.006-03:00,2026-02-06T11:43:21.624-03:00,0,0.941568,ChIJ9WgosRm2vJUR-q_zrVpI7w0,Unknown,0.251925,-34.598193,-58.482649,,,,,,
activity,2026-02-06T11:43:21.624-03:00,2026-02-06T11:54:28.999-03:00,,0.986122,,,0.857119,,,walking,-34.598670,-58.482331,-34.607243,-58.477620,1109.441040
visit,2026-02-06T11:54:28.999-03:00,2026-02-06T19:10:18.917-03:00,0,0.950912,ChIJvfpPVOLJvJURq0leD_DiiMU,Unknown,0.350845,-34.607522,-58.477740,,,,,,
visit,2026-02-06T19:10:18.917-03:00,2026-02-07T14:36:04.147-03:00,0,0.409893,ChIJ9WgosRm2vJUR-q_zrVpI7w0,Unknown,0.024791,-34.598193,-58.482649,,,,,,
visit,2026-02-07T14:36:04.147-03:00,2026-02-07T16:27:42.499-03:00,0,0.757374,ChIJPyMwk2nKvJURxDEBEU6G-ME,Searched Address,0.564219,-34.611117,-58.433519,,,,,,
activity,2026-02-07T16:27:42.499-03:00,2026-02-07T21:01:48.687-03:00,,0.921942,,,0.423883,,,walking,-34.611028,-58.433750,-34.598997,-58.511423,7312.189453
visit,2026-02-07T21:01:48.687-03:00,2026-02-08T18:58:05.748-03:00,0,0.463508,ChIJwewKkMu3vJUREHcKbgVc5yw,Unknown,0.100210,-34.599694,-58.512222,,,,,,
visit,2026-02-08T18:58:05.748-03:00,2026-02-08T19:15:16.797-03:00,0,0.717421,ChIJV6Xe4vTQvJURO8xB1IFvm_E,Unknown,0.481785,-34.816470,-58.537242,,,,,,
activity,2026-02-08T19:15:16.797-03:00,2026-02-10T10:21:37.754+01:00,,0.995729,,,0.952821,,,flying,-34.814168,-58.540746,40.463577,-3.570995,10083738.000000
visit,2026-02-10T10:21:37.754+01:00,2026-02-10T10:45:11.585+01:00,0,0.416284,ChIJOVbP1ICYpBIRjxcPpUQtfDo,Unknown,0.430073,41.378960,2.139830,,,,,,
visit,2026-02-10T10:45:11.585+01:00,2026-02-10T12:02:49.573+01:00,0,0.787640,ChIJuWTB-pGipBIRiEdZbRcEnx8,Unknown,0.208756,41.391724,2.159261,,,,,,
activity,2026-02-10T12:02:49.573+01:00,2026-02-10T12:37:10.611+01:00,,0.932873,,,0.635983,,,walking,41.391921,2.165066,41.383274,2.171651,1248.387573
visit,2026-02-10T12:37:10.611+01:00,2026-02-10T13:04:38.972+01:00,0,0.916397,ChIJgah3XvaipBIR2IU_2crEBdw,Unknown,0.092424,41.383092,2.170845,,,,,,
activity,2026-02-10T13:04:38.972+01:00,2026-02-10T16:44:13.999+01:00,,0.911282,,,0.791775,,,walking,41.380083,2.179572,41.392966,2.163963,1967.796143
visit,2026-02-10T16:44:13.999+01:00,2026-02-10T17:58:30.750+01:00,0,0.695644,ChIJeyGZhN2jpBIRWXblc-xJSjg,Unknown,0.123128,41.393440,2.163987,,,,,,
activity,2026-02-10T17:58:30.750+01:00,2026-02-10T18:04:03.000+01:00,,0.894324,,,0.778692,,,walking,41.392001,2.165074,41.390110,2.162030,329.614288
visit,2026-02-10T18:04:03.000+01:00,2026-02-10T19:44:16.420+01:00,0,0.914510,ChIJx6S28o2ipBIRe42ayBM3gfM,Unknown,0.183883,41.390417,2.160927,,,,,,
activity,2026-02-10T19:44:16.420+01:00,2026-02-10T21:30:40.291+01:00,,0.711796,,,0.666106,,,walking,41.390284,2.160704,41.388306,2.170636,1061.398682
visit,2026-02-10T21:30:40.291+01:00,2026-02-10T21:51:58.999+01:00,0,0.918140,ChIJx6S28o2ipBIRe42ayBM3gfM,Unknown,0.352275,41.390417,2.160927,,,,,,
activity,2026-02-10T21:51:58.999+01:00,2026-02-10T21:59:39.001+01:00,,0.992992,,,0.938473,,,walking,41.390641,2.160770,41.385800,2.160954,559.136108
visit,2026-02-10T21:59:39.001+01:00,2026-02-10T22:11:26.999+01:00,0,0.557811,ChIJNeM9nIuipBIR3GjqBziZ3XU,Unknown,0.100015,41.385091,2.162057,,,,,,
activity,2026-02-10T22:11:26.999+01:00,2026-02-10T22:18:28.999+01:00,,0.983192,,,0.893844,,,walking,41.385453,2.162592,41.389787,2.161917,662.697998
visit,2026-02-10T22:18:28.999+01:00,2026-02-11T09:11:52.252+01:00,0,0.913069,ChIJDS2imoKjpBIRfps_tcjaS2A,Unknown,0.187549,41.390241,2.160354,,,,,,
activity,2026-02-11T09:11:52.252+01:00,2026-02-11T09:15:42.297+01:00,,0.952871,,,0.903706,,,walking,41.390644,2.160787,41.391895,2.159958,155.385345
visit,2026-02-11T09:15:42.297+01:00,2026-02-11T09:37:26.002+01:00,0,0.681851,ChIJ747vupGipBIRvCxOcsBu7Vc,Unknown,0.212580,41.392620,2.158559,,,,,,
activity,2026-02-11T09:37:26.002+01:00,2026-02-11T10:05:05.000+01:00,,0.939024,,,0.764097,,,walking,41.392303,2.158456,41.402032,2.173354,1713.056641
visit,2026-02-11T10:05:05.000+01:00,2026-02-11T15:26:10.955+01:00,0,0.865658,ChIJk_s92NyipBIRUMnDG8Kq2Js,Unknown,0.801105,41.403630,2.174356,,,,,,
activity,2026-02-11T15:26:10.955+01:00,2026-02-11T15:38:49.808+01:00,,0.686468,,,0.533491,,,walking,41.404925,2.174282,41.403848,2.175597,162.375259
activity,2026-02-11T15:38:49.808+01:00,2026-02-11T16:46:18.893+01:00,,0.955316,,,0.440103,,,in subway,41.403848,2.175597,41.411951,2.150981,4507.730469
activity,2026-02-11T16:46:18.893+01:00,2026-02-11T16:57:51.000+01:00,,0.687042,,,0.569506,,,walking,41.411951,2.150981,41.410679,2.148122,341.712830
visit,2026-02-11T16:57:51.000+01:00,2026-02-11T17:19:43.232+01:00,0,0.624424,ChIJO_0pw6eipBIRkvCEFLUEMSE,Unknown,0.238566,41.410610,2.146439,,,,,,
activity,2026-02-11T17:19:43.232+01:00,2026-02-11T22:23:13.584+01:00,,0.681526,,,0.400772,,,walking,41.408086,2.149115,41.389204,2.160998,2321.774658
visit,2026-02-11T22:23:13.584+01:00,2026-02-11T23:28:45.715+01:00,0,0.778867,ChIJN0yDs42ipBIR5T7Lyi9E29k,Unknown,0.231322,41.388734,2.161390,,,,,,
activity,2026-02-11T23:28:45.715+01:00,2026-02-12T00:04:45.174+01:00,,0.862854,,,0.775733,,,walking,41.389193,2.161067,41.390358,2.160658,133.913116
visit,2026-02-12T00:04:45.174+01:00,2026-02-12T10:54:22.809+01:00,0,0.849767,ChIJx6S28o2ipBIRe42ayBM3gfM,Unknown,0.593021,41.390417,2.160927,,,,,,
activity,2026-02-12T10:54:22.809+01:00,2026-02-12T11:47:03.287+01:00,,0.992513,,,0.775236,,,in bus,41.390623,2.160883,41.415501,2.129680,4489.539551
visit,2026-02-12T11:47:03.287+01:00,2026-02-12T12:06:04.000+01:00,0,0.452279,ChIJI4fNXBmYpBIRrqWMwEPK3bw,Unknown,0.200822,41.415508,2.129658,,,,,,
visit,2026-02-12T12:06:04.000+01:00,2026-02-12T12:29:22.999+01:00,0,0.482032,ChIJM8ZRKwaYpBIRu3_GSHXEenY,Unknown,0.146064,41.411634,2.142668,,,,,,
activity,2026-02-12T12:29:22.999+01:00,2026-02-12T12:46:44.395+01:00,,0.736478,,,0.678485,,,walking,41.410133,2.147283,41.409429,2.147900,93.701241
visit,2026-02-12T12:46:44.395+01:00,2026-02-12T12:51:53.000+01:00,0,0.485639,ChIJw5fapYqipBIROLWMyAvO9EY,Unknown,0.157522,41.408794,2.147937,,,,,,
visit,2026-02-12T12:46:44.395+01:00,2026-02-12T12:51:53.000+01:00,1,0.485639,ChIJ6-lMN6KjpBIRUQLSxvW9jqE,Unknown,0.999989,41.408804,2.147945,,,,,,
activity,2026-02-12T12:51:53.000+01:00,2026-02-12T14:57:13.843+01:00,,0.851346,,,0.773190,,,walking,41.408726,2.148883,41.418848,2.161561,2637.009766
visit,2026-02-12T14:57:13.843+01:00,2026-02-13T03:30:52.676+01:00,0,0.414949,ChIJUcV95LSipBIRUBkO4FCGMRU,Unknown,0.318150,41.419300,2.161826,,,,,,
visit,2026-02-13T03:30:52.676+01:00,2026-02-13T12:08:10.746+01:00,0,0.686136,ChIJO8-idVyipBIRprMh0nqXWP4,Unknown,0.125010,41.374403,2.169574,,,,,,
visit,2026-02-13T12:08:10.746+01:00,2026-02-13T12:46:03.027+01:00,0,0.737813,ChIJx6S28o2ipBIRe42ayBM3gfM,Unknown,0.187392,41.390417,2.160927,,,,,,
activity,2026-02-13T12:46:03.027+01:00,2026-02-13T15:38:06.865+01:00,,0.593495,,,0.517516,,,walking,41.391063,2.161098,41.391315,2.165189,342.419617
visit,2026-02-13T15:38:06.865+01:00,2026-02-13T17:13:38.471+01:00,0,0.570321,ChIJYUFLSe2ipBIRD04uni940kA,Unknown,0.153363,41.391700,2.164918,,,,,,
activity,2026-02-13T17:13:38.471+01:00,2026-02-13T17:32:53.460+01:00,,0.958385,,,0.834760,,,walking,41.392455,2.161652,41.387575,2.168725,802.078857
visit,2026-02-13T17:32:53.460+01:00,2026-02-13T20:26:13.441+01:00,0,0.570281,ChIJGUgrYPGipBIRS9ZgHK_C7B4,Unknown,0.250084,41.387015,2.170047,,,,,,
visit,2026-02-13T17:34:11.000+01:00,2026-02-13T17:42:51.429+01:00,1,0.681809,ChIJjeg45POipBIRHLDX7exkFSs,Unknown,0.791299,41.386705,2.168771,,,,,,
activity,2026-02-13T20:26:13.441+01:00,2026-02-13T20:45:54.671+01:00,,0.894046,,,0.752171,,,walking,41.388997,2.166316,41.389966,2.164972,155.532257
activity,2026-02-13T20:45:54.671+01:00,2026-02-14T08:19:03.716+01:00,,0.926559,,,0.455266,,,in passenger vehicle,41.390211,2.161550,49.005189,2.576599,847368.875000
visit,2026-02-14T08:19:03.716+01:00,2026-02-14T08:40:18.659+01:00,0,0.930730,ChIJW89MjgM-5kcRLKZbL5jgKwQ,Unknown,0.399377,49.007883,2.550785,,,,,,
